032,112025,1334544,4,032307202510280009,0.00,235.00,0,113,3,0.00,0
032,112025,1334580,1,032307202510280002,0.00,10.00,0,3,2,0.00,0
032,112025,1334587,3,032307202510280003,0.00,165.00,0,177,7,0.00,0
032,112025,1334662,4,032307202510280001,0.00,3984.00,0,2512,142,0.00,0
032,112025,1334782,5,032307202510280010,0.00,3.00,0,3,1,0.00,0
032,112025,1334925,4,032307202510280011,0.00,5.00,0,8,1,0.00,0
032,112025,1334930,1,032307202510280013,0.00,3.00,0,19,1,0.00,0
032,112025,1334956,1,032307202510280018,0.00,10.00,0,17,1,0.00,0
032,112025,1334979,6,032307202510290001,0.00,3813.00,0,803,163,0.00,0
032,112025,1335117,1,032307202510290002,0.00,45.00,0,21,3,0.00,0
032,112025,1335285,1,032307202510290003,0.00,45.00,0,13,1,0.00,0
032,112025,1335395,5,032307202510290010,0.00,10.00,0,18,1,0.00,0
032,112025,1335739,2,032307202510300001,0.00,319.00,0,410,34,0.00,0
032,112025,1335837,1,032307202510300004,0.00,580.00,0,162,30,0.00,0
032,112025,1335865,3,032307202510300003,0.00,640.00,0,781,37,0.00,0
032,112025,1335877,4,032307202510300002,0.00,45.00,0,8,1,0.00,0
032,112025,1336069,1,032307202510300010,0.00,10.00,0,3,2,0.00,0
032,112025,1336116,4,032307202510300011,0.00,5.00,0,8,1,0.00,0
032,112025,1336124,1,032307202510300013,0.00,146.00,0,72,29,0.00,0
032,112025,1336166,4,032307202510300016,0.00,25.00,0,6,1,0.00,0
032,112025,1336512,5,032307202510310007,0.00,3.00,0,4,1,0.00,0
032,112025,1343054,4,032307202510190011,0.00,1954.00,0,350,30,0.00,0
032,112025,1343054,4,032307202510190012,0.00,1954.00,0,350,30,0.00,0
